Name,Overall,Position
R. Leipertz,69.0,WM
R. Pasveer,69.0,GK
D. Daube,69.0,CM
Iñaki Astiz,69.0,CB
S. Bigalke,69.0,WM
M. Silvestri,69.0,GK
S. Muwashar,69.0,WM
A. Powell,69.0,FB
P. Kirkevold,69.0,ST
S. Roudet,69.0,CAM
S. Gonther,69.0,CB
I. Ghaleb,69.0,CDM
P. Sotiriou,69.0,ST
W. Faes,69.0,CB
S. Tecl,69.0,ST
M. Guanini,69.0,CB
J. Brix-Damborg,69.0,CM
M. de los Santos,69.0,CB
F. Andrada,69.0,ST
Z. Youssouf,69.0,CM
S. Ciss,69.0,FB
S. Mockenhaupt,69.0,CB
N. Cozza,69.0,CB
M. Valoti,69.0,CM
Y. Salmier,69.0,CB
C. Benschop,69.0,ST
Gégé,69.0,CB
L. Morosini,69.0,CAM
Sandeiro Leal,69.0,CAM
M. Pongračić,69.0,CB
L. Ibáñez,69.0,FB
M. O'Halloran,69.0,FW
M. van Duinen,69.0,ST
R. Zwinkels,69.0,GK
F. Mazzeo,69.0,ST
C. Auzqui,69.0,WM
J. Quintero,69.0,CB
B. Watson,69.0,CDM
Gustavo Cascardo,69.0,FB
T. Bradshaw,69.0,ST
J. Pelupessy,69.0,CDM
J. Fojut,69.0,CB
M. Brighi,69.0,CM
L. Boussaha,69.0,ST
D. Bomheuer,69.0,CB
B. Sangaré,69.0,GK
Y. Cabral,69.0,CB
S. Breitkreuz,69.0,CB
K. Rowe,69.0,WM
Roldão Riso,69.0,CDM
C. Rizzuto,69.0,FB
D. van Mieghem,69.0,ST
A. El Messaoudi,69.0,CM
Y. Cabrera,69.0,WAM
S. Ay,69.0,CB
A. Gojak,69.0,CDM
L. Gülen,69.0,CB
N. Eliasson,69.0,WM
Y. Komai,69.0,WM
S. Marinos,69.0,FB
D. Verhulst,69.0,GK
Núrio,69.0,FB
S. Sparagna,69.0,CB
H. Halldórsson,69.0,GK
M. Prietl,69.0,CDM
Nono,69.0,WM
J. Berget,69.0,ST
M. Jacobs,69.0,WM
J. Brillante,69.0,CM
P. van Anholt,69.0,FB
P. Ziereis,69.0,CB
R. Bezjak,69.0,ST
A. Vega,69.0,ST
S. Bentivoglio,69.0,CDM
Juan Muñoz,69.0,ST
Linares,69.0,ST
S. De Petter,69.0,CB
Renatao Baumer,69.0,FB
A. Ivan,69.0,WM
I. Šunjić,69.0,CDM
S. Andrist,69.0,WM
Q. Cornette,69.0,WM
Carvamelinho,69.0,FB
R. Oudin,69.0,WM
C. Stengs,69.0,FW
I. González,69.0,CB
S. Dallas,69.0,WM
S. Walsh,69.0,CDM
U. Radaković,69.0,CB
P. Schobesberger,69.0,WM
Jaimosa Cavaco,69.0,FB
M. Turner,69.0,GK
Alfaro,69.0,WM
M. Havel,69.0,FB
J. Hegeler,69.0,CB
M. Fares,69.0,WM
C. Techera,69.0,WM
F. Tomori,69.0,CB
H. Takahashi,69.0,CDM
A. Rivas,69.0,CDM
J. Mosquera,69.0,WM
A. Linde,69.0,GK
C. Bonilla,69.0,GK
Diego Capel,69.0,WM
Leandrinho,69.0,CAM
Susaeta,69.0,WM
M. Zimmermann,69.0,FB
E. Demir,69.0,FB
Marco Sangalli,69.0,WM
T. Hayashi,69.0,GK
R. Bormuth,69.0,CB
E. Hernández,69.0,FB
B. Martella,69.0,WM
E. Oikonomou,69.0,CB
L. Choutesiotis,69.0,GK
J. Blaswich,69.0,GK
J. Huth,69.0,GK
I. Sackey,69.0,CDM
Jang Hyeon Soo,69.0,CB
A. Rosati,69.0,GK
J. Cabrera,69.0,FW
Anderson Lopes,69.0,ST
N. Byrne,69.0,WM
A. Trajkovski,69.0,CF
Alex Geijo,69.0,ST
Iván Sánchez,69.0,WM
J. Carranza,69.0,GK
E. Ocansey,69.0,WM
B. Uphoff,69.0,GK
Wu Xi,69.0,CM
C. Skuse,69.0,CDM
E. Rexhbeçaj,69.0,CM
G. Åsen,69.0,CM
M. Laba,69.0,CDM
G. Carabajal,69.0,CDM
T. Fontaine,69.0,CB
J. Villafaña,69.0,FB
B. Tashchy,69.0,ST
J. Vaughan,69.0,ST
J. Moya,69.0,CB
N. Sangaré,69.0,FB
Kim Kwang Suk,69.0,CB
M. Rojas,69.0,FW
E. Taşkıran,69.0,GK
M. Gersbeck,69.0,GK
U. Çiftçi,69.0,FB
Lucas Galvão,69.0,CB
B. Riascos,69.0,ST
E. Saveljich,69.0,CB
Tang Miao,69.0,FB
J. Mees,69.0,FW
C. Cáceda,69.0,GK
O. Fernández,69.0,CM
Jeffrén,69.0,WM
K. Manneh,69.0,WM
G. Larsonneur,69.0,GK
O. Kúdela,69.0,CB
E. Bourgaud,69.0,WM
P. Huspek,69.0,WM
G. Maluleka,69.0,CM
T. Jurić,69.0,ST
F. Scaglia,69.0,CB
David Rodríguez,69.0,ST
H. Kekana,69.0,CDM
C. Dibon,69.0,CB
R. Petretta,69.0,FB
M. Scozzarella,69.0,CM
M. Kaye,69.0,CM
Y. Toyokawa,69.0,CF
L. Bittante,69.0,FB
E. Velarde,69.0,FB
D. Jones,69.0,CM
M. Cahais,69.0,CB
M. Olivera,69.0,FB
M. Sax,69.0,WM
A. Mühling,69.0,CM
P. Bråtveit,69.0,GK
F. Píriz,69.0,CDM
Ricardo Lopes,69.0,WM
P. Hamel,69.0,ST
K. Mączyński,69.0,CDM
M. Hamdy,69.0,CB
R. Pröpper,69.0,CB
C. N'Doye,69.0,CM
Fernando Karanga,69.0,ST
C. Carter-Vickers,69.0,CB
E. Cobbaut,69.0,FB
M. Dąbrowski,69.0,CB
F. Picault,69.0,WM
R. Romo,69.0,GK
A. Corzo,69.0,FB
L. Dickmann,69.0,FB
Luis Pérez,69.0,FB
A. Barkok,69.0,WM
M. Watkins,69.0,WM
H. Arslan,69.0,CAM
A. Camargo,69.0,CM
F. Müller,69.0,GK
B. Behrendt,69.0,CB
L. Zingerle,69.0,GK
Mei Fang,69.0,CB
M. Svanberg,69.0,WM
D. Bernhardt,69.0,GK
K. D'Haene,69.0,WM
J. Malagón,69.0,CB
Paulo Fajarda,69.0,CB
Germán,69.0,CB
B. Idowu,69.0,FB
B. Mkhwanazi,69.0,CB
Toché,69.0,ST
Hélder Ferreira,69.0,WM
G. Mandjeck,69.0,CM
S. Morsy,69.0,CDM
T. Antonis,69.0,WM
M. Duffy,69.0,WM
A. Ndour,69.0,FB
Rafael Costa,69.0,CM
K. Walker-Peters,69.0,FB
C. Luna,69.0,ST
J. Bidwell,69.0,FB
F. Noguera,69.0,CB
T. Weah,69.0,WM
J. Paganoni,69.0,FB
A. Collin,69.0,CB
Ripa,69.0,FB
Galán,69.0,FB
M. Bolados,69.0,FW
Sandro Maceira,69.0,CAM
R. Ibarra,69.0,WM
N. Al Shamrani,69.0,ST
R. Holmes,69.0,WM
J. Cordoval,69.0,FB
M. Radović,69.0,CAM
G. Zigoni,69.0,ST
J. Corona,69.0,CM
W. Bruin,69.0,ST
J. Glad,69.0,CB
D. Gordon,69.0,CB
P. Rodríguez,69.0,FW
E. Konsa,69.0,CB
O. Darfalou,69.0,ST
L. Murphy,69.0,CM
Chuli,69.0,ST
D. Suzuki,69.0,CB
A. Gholizadeh,69.0,WM
I. Ouali,69.0,FW
B. Holman,69.0,CAM
J. Gyamerah,69.0,CB
Cai Huikang,69.0,CM
M. Pittón,69.0,CM
T. Kuszczak,69.0,GK
L. Blessing,69.0,FW
D. Meyler,69.0,CDM
J. Czerwiński,69.0,CB
R. Vilchis,69.0,WM
G. Valsvik,69.0,CB
A. Giannou,69.0,ST
J. Hobbs,69.0,CB
R. Gíslason,69.0,ST
C. M'Bengue,69.0,FB
I. Jiménez,69.0,FB
A. Al Khaibari,69.0,CDM
S. Yatabaré,69.0,CM
J. Lowe,69.0,CDM
E. Jelenič,69.0,WM
M. Abero,69.0,FB
A. Teikeu,69.0,CB
E. Castillo,69.0,FB
M. Wagué,69.0,FB
P. Klandt,69.0,GK
Farley,69.0,WM
Luís Martins,69.0,FB
S. Riether,69.0,FB
L. Diarte,69.0,FB
G. Bojanich,69.0,CB
B. Mansilla,69.0,WM
Fran Villalba,69.0,CM
L. Peltier,69.0,FB
M. Knaller,69.0,GK
Baena,69.0,CDM
P. Ziegler,69.0,CB
S. Wangberg,69.0,CB
N. Thomsen,69.0,WM
D. Boer,69.0,GK
D. Hernández,69.0,WM
A. Šporar,69.0,ST
J. Jantscher,69.0,WM
E. Huws,69.0,CM
U. Matić,69.0,CM
A. Ashraf,69.0,WM
W. Bakhashwain,69.0,CDM
H. Aiesh,69.0,FW
S. Prevljak,69.0,ST
A. Aldrete,69.0,FB
L. De Bock,69.0,FB
J. Hunt,69.0,FB
L. Ceballos,69.0,FB
Javi Muñoz,69.0,CM
Alson Botelho,69.0,CDM
O. De Wolf,69.0,GK
J. Arp,69.0,ST
J. Ardaiz,69.0,ST
L. Moult,69.0,ST
Arthur Caike,69.0,WM
I. Rivas,69.0,CM
N. Onuoha,69.0,CB
Mika,69.0,GK
V. Klonaridis,69.0,WM
C. Stanković,69.0,GK
M. Gómez,69.0,WM
L. Klünter,69.0,FB
A. Farrell,69.0,FB
G. Tutino,69.0,ST
E. Kouassi,69.0,CDM
I. Cardona,69.0,ST
G. Bruno,69.0,WM
D. Accam,69.0,FW
Pablo Valcarce,69.0,WM
Filipe Ferreira,69.0,FB
E. Triverio,69.0,ST
Wellington,69.0,FW
B. Nehrig,69.0,CDM
F. Campbell,69.0,ST
M. Yatabaré,69.0,ST
E. Lenjani,69.0,FB
F. Bredlow,69.0,GK
Y. Takahagi,69.0,CAM
D. Arzani,69.0,WM
A. Bencharki,69.0,WM
B. Ampuero,69.0,CB
G. Puşcaş,69.0,ST
C. Chávez,69.0,FW
V. Marcel,69.0,FW
I. Pillud,69.0,FB
B. Dja Djédjé,69.0,CDM
M. Bakić,69.0,CM
P. Sané,69.0,ST
J. Clarke-Salter,69.0,CB
I. Radu,69.0,GK
D. Gibson,69.0,CM
H. Özmert,69.0,CM
L. Spendlhofer,69.0,CB
Pomares,69.0,FB
A. Costa,69.0,CM
Pedro Porro,69.0,FB
Y. Stark,69.0,CDM
M. Tanković,69.0,CAM
R. Lindgren,69.0,CB
Raúl Llorente,69.0,FB
M. García,69.0,WM
M. Kucharczyk,69.0,WM
M. Havenaar,69.0,ST
F. Bahlouli,69.0,CAM
C. Roberts,69.0,FB
Servando,69.0,CB
Lucas João,69.0,WM
K. Kodro,69.0,ST
Lucas Tagliapietra,69.0,CB
G. Maroni,69.0,CAM
O. Altman,69.0,CAM
J. Legear,69.0,WM
Crislan,69.0,ST
S. Hakšabanovič,69.0,WM
M. Christiansen,69.0,CDM
D. Sundgren,69.0,FB
A. Parot,69.0,FB
M. Petković,69.0,FB
C. Charisis,69.0,CM
Diogo Coelho,69.0,CB
M. Ibarra,69.0,WM
Riqui Puig,69.0,CM
M. Pereira,69.0,WM
Ilori,69.0,CB
M. Zeffane,69.0,FB
Tomás Podstawski,69.0,CDM
Jo Sung Jin,69.0,CB
H. Yamada,69.0,CF
Antonaldo Laforte,69.0,CAM
C. Beck,69.0,ST
E. Rivière,69.0,ST
I. Parlak,69.0,CAM
B. Montenegro,69.0,ST
V. Demarconnay,69.0,GK
A. Ajagun,69.0,CAM
G. Madine,69.0,ST
F. Cordero,69.0,FB
R. Stearman,69.0,CB
H. ter Avest,69.0,FB
J. Medina,69.0,FW
V. Anita,69.0,CM
C. McManaman,69.0,WM
Oriol Rosell,69.0,CDM
Paulo Daineiro,69.0,WAM
R. Vincelot,69.0,CB
R. Lenis,69.0,FW
M. Mier,69.0,WM
Y. de Lanlay,69.0,FW
J. Gómez,69.0,CM
I. Lichnovsky,69.0,CB
C. Muñoz,69.0,ST
J. MacDonald,69.0,GK
G. Boyd,69.0,WM
E. Lichaj,69.0,FB
M. Wittek,69.0,CB
C. Jenkinson,69.0,FB
A. Öztürk,69.0,CDM
J. Pérez,69.0,ST
Zhang Chengdong,69.0,WM
F. Renzetti,69.0,FB
B. Paulsen,69.0,CB
F. Aristeguieta,69.0,ST
A. Ramos,69.0,ST
V. Nelsson,69.0,CB
Ever Sineiro,69.0,CAM
M. Costanzo,69.0,CAM
Yohan Tavares,69.0,CB
D. Texeira,69.0,ST
D. Toth,69.0,CDM
L. Barrera,69.0,WM
K. Bua,69.0,WM
I. Anya,69.0,FW
P. Hoban,69.0,ST
Hugo Basto,69.0,CB
Kanu,69.0,CAM
C. Arango,69.0,ST
M. Karl,69.0,CB
Y. Movsisyan,69.0,ST
Puado,69.0,ST
M. Abu,69.0,CDM
D. Moberg Karlsson,69.0,CF
E. Rescaldani,69.0,ST
J. Narváez,69.0,CM
J. Hoogma,69.0,CB
S. Beitashour,69.0,FB
M. Janko,69.0,ST
S. Willems,69.0,FB
O. Scarione,69.0,CAM
Alex,69.0,FW
S. Gallagher,69.0,ST
J. Blanco,69.0,WM
O. Hamzaoui,69.0,ST
G. Milović,69.0,CB
P. Hosiner,69.0,ST
Caro,69.0,CB
Felipe Pires,69.0,WM
S. Chernik,69.0,GK
Renato Rochela,69.0,CAM
J. Henry,69.0,CM
L. James,69.0,ST
P. Reulet,69.0,GK
M. Miloš,69.0,FB
L. Valzania,69.0,CM
J. George,69.0,WAM
G. Robail,69.0,WM
B. Beckeles,69.0,FB
R. Brežančić,69.0,FB
D. Camara,69.0,ST
O. Barreto,69.0,WM
J. Igbekeme,69.0,CM
D. Álvarez,69.0,ST
S. Neumann,69.0,CB
Diego Barcelos,69.0,CAM
M. Wallace,69.0,CB
D. Bottinelli,69.0,CM
C. McLaughlin,69.0,FB
C. Gamboa,69.0,FB
J. Vanlerberghe,69.0,CDM
M. Osuna,69.0,CDM
K. Miller,69.0,ST
M. Ciani,69.0,CB
L. Vásquez,69.0,CDM
G. Troupée,69.0,FB
A. Erdem,69.0,FB
D. De fauw,69.0,FB
D. Cavaré,69.0,FB
F. Maouassa,69.0,FB
N. Dovedan,69.0,CAM
V. Hedenstad,69.0,FB
J. O'Shea,69.0,CB
Y. Wildschut,69.0,WM
P. Dawidowicz,69.0,CB
P. Bartolomei,69.0,CM
Rômulão Selva,69.0,ST
K. Higashi,69.0,WM
L. Mora,69.0,CM
J. Abrigo,69.0,CAM
M. Diskerud,69.0,CM
E. Torregrossa,69.0,ST
C. Cadden,69.0,WM
D. Dąbrowski,69.0,CM
Fernández,69.0,FB
Z. Yavru,69.0,FB
L. Wallace,69.0,FB
J. Niezgoda,69.0,ST
L. Abubakar,69.0,CB
C. Leitgeb,69.0,CM
E. Pisano,69.0,FB
F. N'Sakala,69.0,FB
L. Thomas,69.0,GK
Igor Rossi,69.0,CB
A. Sadiku,69.0,ST
K. Bistrović,69.0,CDM
V. Elm,69.0,CB
Carlos Ruiz,69.0,CB
M. Clarke,69.0,CB
Witi,69.0,FW
Auro,69.0,FB
K. Palmer,69.0,CAM
B. Radunović,69.0,GK
M. Diallo,69.0,CDM
Negueba,69.0,WM
J. Repas,69.0,FW
N. Mäenpää,69.0,GK
P. Cibicki,69.0,FW
T. Touré,69.0,WM
T. Jibril,69.0,FW
M. Morys,69.0,ST
S. Schonlau,69.0,CB
A. Favilli,69.0,ST
D. Pisot,69.0,CB
Noguera,69.0,WM
D. Rubio,69.0,ST
S. Hedlund,69.0,FW
R. Dugimont,69.0,CAM
A. Montero,69.0,GK
M. Hartel,69.0,FW
Adrián Ortolá,69.0,GK
D. Ismail,69.0,FB
T. Ambrose,69.0,WM
N. Ueda,69.0,CB
F. Cassata,69.0,CM
Kim Shin Wook,69.0,ST
A. Keogh,69.0,ST
Javi Galán,69.0,FB
D. Melo,69.0,GK
M. Vešović,69.0,FB
Pedro Pereira,69.0,FB
J. Kappelhof,69.0,CB
Y. Okubo,69.0,ST
F. Bordagaray,69.0,ST
C. Akpom,69.0,ST
R. Taylor,69.0,CDM
Kaíque Mutto,69.0,GK
N. Barrios,69.0,WM
G. Sauro,69.0,CB
M. Riemann,69.0,GK
Jung Jo Gook,69.0,ST
Xavi Molina,69.0,FB
S. Thesker,69.0,CB
Ailton Cardenhas,69.0,GK
G. Kyei,69.0,ST
L. Wahlqvist,69.0,FB
G. Lorenzetti,69.0,CM
João Victor,69.0,FW
D. Sánchez,69.0,GK
D. Oberlin,69.0,ST
A. Avlonitis,69.0,CB
I. Sissoko,69.0,CM
Aguilera,69.0,CDM
Z. Boucher,69.0,GK
K. Misao,69.0,CM
B. Kısa,69.0,CM
T. Beermann,69.0,CB
G. Courtet,69.0,ST
F. Oreja,69.0,FB
J. Silva,69.0,CB
F. Ballo-Touré,69.0,FB
S. Celozzi,69.0,FB
P. Kitchen,69.0,CDM
T. Weilandt,69.0,WM
M. Salvi,69.0,GK
José Mari,69.0,CDM
L. Velázquez,69.0,CAM
Fábio China,69.0,FB
A. Guðmundsson,69.0,FW
Niltinho,69.0,FW
D. Perquis,69.0,GK
Fredy,69.0,FW
Lee Seul Chan,69.0,FB
S. McKenna,69.0,CB
M. Ciofani,69.0,FB
Paulinho,69.0,ST
S. Posch,69.0,CB
N. Rapp,69.0,CB
P. Sandler,69.0,CB
Jorge Fernandes,69.0,CB
O. Mazuch,69.0,CB
Nicolas,69.0,GK
J. Lowe,69.0,FW
J. Glesnes,69.0,CB
J. Spence,69.0,FB
S. Sirigu,69.0,FB
E. Salli,69.0,WM
C. Arrieta,69.0,FB
Dani Nieto,69.0,WM
S. Allagbé,69.0,GK
S. Kurumaya,69.0,FB
J. Fontaine,69.0,CAM
L. Schmitz,69.0,FB
Joãozinho,69.0,FB
C. Moţi,69.0,CB
R. Strauß,69.0,FB
F. Gulbrandsen,69.0,ST
C. Edwards,69.0,CM
Auremir,69.0,FB
S. Rincón,69.0,WM
J. Harrop,69.0,CAM
A. Kwarasey,69.0,GK
J. Fejzić,69.0,GK
Cláudio Falcão,69.0,CDM
B. Sosa,69.0,FB
D. Marcq,69.0,CDM
P. Seguin,69.0,FB
Z. Yıldırım,69.0,CDM
S. Fortès,69.0,CB
T. Iwanami,69.0,CB
J. Carrasso,69.0,GK
M. Vilhjálmsson,69.0,ST
Helton Leite,69.0,GK
M. Stefaniak,69.0,FW
Sergio Santos,69.0,ST
A. Kalulu,69.0,WM
Vinícius,69.0,CB
D. Stockdale,69.0,GK
A. Blanco,69.0,GK
J. Butterfield,69.0,CM
Bruno Brígido,69.0,GK
D. Tonucci,69.0,CB
N. Lima,69.0,FB
A. Mitryushkin,69.0,GK
B. Sagredo,69.0,WM
Omar Perdomo,69.0,WM
C. Kipré,69.0,CB
S. Escudero,69.0,WM
D. Llanos,69.0,ST
J. Caicedo,69.0,ST
M. Normann,69.0,CM
C. Keita,69.0,FW
J. Lazare Amani,69.0,CM
S. Hain,69.0,ST
K. Kraus,69.0,CB
Raillo,69.0,CB
M. Bašić,69.0,CDM
J. Carreño,69.0,CM
P. Erras,69.0,CDM
J. Peters,69.0,CB
J. Ruiz,69.0,WM
J. Mansilla,69.0,FB
G. Monachello,69.0,ST
Jonaldo Monteiro,69.0,FB
Y. Njie,69.0,ST
P. Garcés,69.0,GK
J. Rassoul,69.0,CB
F. Schleusener,69.0,ST
C. Guanca,69.0,ST
P. Abrahamsson,69.0,GK
A. Abdi,69.0,CM
A. Barberis,69.0,CM
S. Rochet,69.0,GK
S. Çiftpınar,69.0,CB
M. Frydrych,69.0,FB
N. Chernov,69.0,CB
M. Moreno,69.0,WM
M. Autret,69.0,CAM
D. Diamantakos,69.0,ST
F. Honorat,69.0,WM
R. Zapata,69.0,GK
G. Taylor,69.0,FB
D. Davis,69.0,CM
S. Benrahma,69.0,FW
P. Burner,69.0,FB
A. Mbengue,69.0,FB
J. Pi,69.0,CDM
S. Vegas,69.0,FB
Hélder Tavares,69.0,CDM
S. Ekramy,69.0,GK
Júlio César,69.0,CB
M. Mustacchio,69.0,WM
Kim Jin Hyeon,69.0,GK
Héctor,69.0,FB
Wang Dalei,69.0,GK
G. Lovrencsics,69.0,FB
Rui Silva,69.0,GK
F. Öztürk,69.0,GK
J. Ramis,69.0,ST
T. Serbest,69.0,CM
M. Araujo,69.0,CB
L. Pernica,69.0,CB
J. Fuentes,69.0,CB
R. Pich,69.0,WM
R. Schiavi,69.0,CB
D. Warmerdam,69.0,WM
I. Gómez,69.0,CDM
J. Rojas,69.0,CB
Huang Bowen,69.0,CDM
J. Laso,69.0,CB
T. Jodłowiec,69.0,CAM
H. Hermannsson,69.0,CB
P. Forsell,69.0,CF
M. Bogado,69.0,CDM
R. Rodriguez,69.0,WM
T. Çalış,69.0,CDM
R. Krauße,69.0,CDM
O. Ejaria,69.0,CM
H. Duljević,69.0,FW
G. Arabidze,69.0,FW
E. Pérez,69.0,FB
Felipe Silva,69.0,CAM
M. Sonnleitner,69.0,CB
T. Kirschbaum,69.0,GK
J. Verhoek,69.0,ST
Q. Bernard,69.0,FB
E. Ruud,69.0,FB
W. Johnson,69.0,CDM
M. Hartmann,69.0,ST
F. Mattia,69.0,CB
Y. Opanasenko,69.0,FB
J. Grahl,69.0,GK
B. van Polen,69.0,FB
F. Brorsson,69.0,CB
D. Saint-Louis,69.0,FW
J. Fuchs,69.0,CDM
L. Coulibaly,69.0,CM
Jonathan Pereira,69.0,ST
C. Avinel,69.0,CB
Felipe Macedo,69.0,CB
M. Çelik,69.0,CAM
M. Etame,69.0,WM
Adrián Diéguez,69.0,CB
B. Shuttleworth,69.0,GK
C. Salcido,69.0,CB
J. Gastien,69.0,CDM
A. Vural,69.0,GK
M. Roberts,69.0,CB
A. Mac Allister,69.0,CM
C. Schneuwly,69.0,CAM
Edu Ramos,69.0,CDM
P. Calandria,69.0,ST
J. Medranda,69.0,FB
L. Stulac,69.0,CDM
S. Moutoussamy,69.0,CM
M. Schönbächler,69.0,WM
N. Giannetti,69.0,ST
J. Joronen,69.0,GK
Pablo Pérez,69.0,CAM
M. Dupé,69.0,GK
J. Roye,69.0,CM
S. Rossbach,69.0,GK
M. Diemers,69.0,CAM
Matheus Reis,69.0,FB
Jon Toral,69.0,CAM
L. Melano,69.0,ST
C. Kazim-Richards,69.0,ST
P. Haring,69.0,CM
G. Niedermeier,69.0,CB
A. O'Brien,69.0,WM
J. Holt,69.0,CM
S. Rosales,69.0,WM
N. Reniero,69.0,ST
L. Singh,69.0,ST
G. Papunashvili,69.0,WM
S. Souprayen,69.0,FB
Tomeu Nadal,69.0,GK
B. Schmitz,69.0,CB
A. Robinson,69.0,FB
I. Jebali,69.0,ST
L. Damour,69.0,CDM
M. Modolo,69.0,CB
M. Fossati,69.0,CM
R. Echeverría,69.0,CB
H. Fertoli,69.0,WM
Jhonatan,69.0,GK
C. O'Dowda,69.0,ST
D. Monsalve,69.0,CB
Brian Oliván,69.0,FB
R. González,69.0,CB
P. Tsintotas,69.0,GK
M. Ponce,69.0,FB
D. Novaretti,69.0,CB
A. Lang,69.0,CB
S. Villa,69.0,FW
B. Nastić,69.0,FB
S. Bornauw,69.0,CB
A. Karabulut,69.0,WM
Isaac Becerra,69.0,GK
L. Mühl,69.0,CB
L. Bénes,69.0,CAM
M. Hansen,69.0,GK
F. Espíndola,69.0,ST
A. Matthews,69.0,FB
R. Millar,69.0,CM
A. Traustason,69.0,WM
J. Zacaría,69.0,FW
A. Bodzek,69.0,CDM
Aníbal Capela,69.0,CB
M. Kolke,69.0,GK
Emidio Hoffman,69.0,CB
I. Ganago,69.0,ST
O. Ben-Harush,69.0,FB
R. Weil,69.0,CB
Álex Mula,69.0,WM
Tomané,69.0,ST
C. Sapong,69.0,WM
S. Asamoah,69.0,CDM
J. Cavallaro,69.0,WM
H. Choudhury,69.0,CDM
B. Pitman,69.0,ST
A. Kovácsik,69.0,GK
K. Kawamata,69.0,ST
M. Martínez,69.0,CB
J. Orejuela,69.0,CM
L. Caicedo,69.0,CB
D. Vente,69.0,ST
M. Thiel,69.0,WM
L. Galeano,69.0,CB
F. Passlack,69.0,FB
N. Daghfous,69.0,WM
T. Smith,69.0,CB
R. Leonard,69.0,CM
Filipe Melo,69.0,CDM
Undabarrena,69.0,CM
H. Belkaroui,69.0,CB
R. Živković,69.0,ST
Arsénio,69.0,FW
M. Riquero,69.0,CDM
T. van Weert,69.0,ST
Césario Figueirido,69.0,CB
Brahim Díaz,69.0,FW
Ratón,69.0,GK
D. Soddimo,69.0,CAM
Diego Caballo,69.0,FB
L. Grimi,69.0,FB
A. Ienaga,69.0,WAM
César,69.0,CB
G. Prömel,69.0,CM
D. Cataño,69.0,CAM
O. Kolář,69.0,GK
M. Samassa,69.0,GK
J. Pérez,69.0,WM
M. Richter,69.0,WM
J. Hyka,69.0,WM
A. Hjulsager,69.0,CM
A. Sjöberg,69.0,CB
M. Fernández,69.0,CB
V. Muratori,69.0,FB
E. Hovland,69.0,CB
D. Furman,69.0,CM
G. Machín,69.0,CM
F. Starzyński,69.0,CAM
K. Vandendriessche,69.0,CDM
D. Romney,69.0,CB
S. Hagen,69.0,CB
H. Nakagawa,69.0,CAM
L. Tawamba,69.0,ST
B. Bodin,69.0,WM
Willian Rocha,69.0,CB
A. Traoré,69.0,FB
D. Bisoli,69.0,CAM
S. Ganvoula,69.0,ST
Kim Kee Hee,69.0,CB
G. Barriga,69.0,FB
R. Zentner,69.0,GK
A. Schenetti,69.0,CAM
P. Szymiński,69.0,CB
K. Ziani,69.0,WM
H. Jurjus,69.0,GK
Rochinha,69.0,WM
C. Manea,69.0,FB
O. Kakabadze,69.0,FB
J. Choplin,69.0,CB
C. Pasquato,69.0,CAM
Muralha,69.0,CDM
M. Romeo,69.0,FB
Minhoca,69.0,FW
C. Núñez,69.0,ST
K. Zachariassen,69.0,WM
N. Frey,69.0,FB
W. Sandilands,69.0,GK
A. Vuletich,69.0,ST
C. Fandrich,68.0,CM
G. Bueno,68.0,FW
K. Çelikay,68.0,GK
G. Stewart,68.0,CF
C. Teuchert,68.0,ST
J. Larentowicz,68.0,CDM
Villalibre,68.0,ST
M. Grün,68.0,GK
M. van der Maarel,68.0,FB
J. Obiang,68.0,FB
S. Kingsley,68.0,FB
Gabrielzinho,68.0,FW
F. Poli,68.0,CB
M. Cranie,68.0,CB
David Rocha,68.0,CM
F. Bandinelli,68.0,CM
Vágner Norteiro,68.0,FB
P. Rojas,68.0,WM
M. Tchokounté,68.0,ST
J. Mutch,68.0,CM
E. Boateng,68.0,WM
Avto,68.0,FW
Alberto Perea,68.0,CAM
E. Flores,68.0,WM
J. Stage,68.0,WM
G. Flores,68.0,FB
A. Bangoura,68.0,WM
P. Lugüercio,68.0,WM
I. Hagi,68.0,CAM
M. Pedersen,68.0,FB
J. Lawrence,68.0,CB
A. Mazzarani,68.0,CAM
A. O'Connor,68.0,CB
M. Bagayoko,68.0,FB
M. Pedersen,68.0,CDM
Danilo,68.0,CAM
P. Ngawa,68.0,FB
M. Somma,68.0,CB
B. Webster,68.0,CB
S. Holmén,68.0,CM
M. Zambelli,68.0,WM
A. Zreľák,68.0,ST
C. Canío,68.0,CAM
Kaio Pantaleão,68.0,CDM
H. Mier,68.0,CB
P. McEleney,68.0,CAM
Cristiano,68.0,GK
A. Oueslati,68.0,CAM
C. Brannagan,68.0,CM
E. Burgos,68.0,CB
D. Graham,68.0,ST
A. Aosman,68.0,CF
Sergi Canós,68.0,FW
Mauriçio Clerez,68.0,CB
Koke Vegas,68.0,GK
J. Sainati,68.0,CB
P. Hofmann,68.0,ST
Kang Sang Woo,68.0,FB
V. Jugović,68.0,CM
Márcio Velinha,68.0,GK
R. Curtis,68.0,FW
J. Andersson,68.0,FB
F. Uzoho,68.0,GK
A. Hammoudan,68.0,WM
Unai García,68.0,CB
F. Mladenović,68.0,FB
C. Ripley,68.0,GK
R. Andrich,68.0,CM
V. Bozhikov,68.0,FB
K. Sierhuis,68.0,ST
A. Escoto,68.0,ST
